date,n,mean_act,rms_act,std_act,skewness_act,kurtosis_act,shape_factor_act,crest_factor_act,impulse_factor_act,peak_activity,variance_act,autocorrelation_act,Label
2003-05-08,1440,156.24722222222223,277.25084660726367,229.10977669416727,2.017975480461607,5.816912405305559,3.14862653861514,7.0477692815413295,1954,1954,52491.28977685122,0.6971138961087627,condition
2003-05-09,1440,124.13541666666669,244.9520176937153,211.24127771467428,2.4856455028468045,7.581422089643284,3.8937730029138,6.825826607767103,1672,1672,44622.87741052814,0.6617766753411262,condition
2003-05-10,1440,134.96180555555554,267.428000435008,230.95473189730907,3.0029924112198234,12.496526663625623,3.926376979501117,8.024589783078957,2146,2146,53340.08818575792,0.6716033281911612,condition
2003-05-11,1440,99.43958333333332,203.5944140114524,177.7199715455081,3.2795115235932184,18.290821976517528,4.191921338992242,10.216390317481885,2080,2080,31584.388286136204,0.5644505056612187,condition
2003-05-12,1440,316.8743055555556,588.5896331485969,496.1848471446914,2.041788542943834,4.700157349837449,3.450254789097809,5.990591409396802,3526,3526,246199.40253600077,0.7991032724293592,condition
2003-05-13,1440,108.47569444444444,229.5989090300252,202.4281084463396,3.8474467724555503,25.434878561339712,4.479966454429014,9.947782459634055,2284,2284,40977.13908916303,0.6058636469971923,condition
2003-05-14,1440,155.68472222222223,296.5449984591059,252.47865467389687,2.5029328349613342,7.696399065768602,3.62818325782971,6.1913032070685485,1836,1836,63745.47106594087,0.7265568669937115,condition
2003-05-15,1440,170.87708333333333,315.75357722087296,265.61313448133404,2.07082850667295,4.4702999211722005,3.414514126642938,5.463121004622362,1725,1725,70550.33720899923,0.7075248932584407,condition
2003-05-16,1440,190.50833333333333,336.3943680166678,277.3466481469714,2.076323148648467,5.341733291704538,3.117952373379169,5.992965969930004,2016,2016,76921.16323835995,0.6932015808633647,condition
2003-05-17,1440,177.76041666666666,339.41199665336256,289.24009895975234,2.151778124782568,4.932017183594377,3.645727951647967,5.580238820887406,1894,1894,83659.83484624734,0.7959177534093351,condition
2003-05-18,1440,97.72916666666669,222.3918807220963,199.83716160177383,3.223642175437793,14.709347522585222,5.178326908646078,9.352859435543849,2080,2080,39934.89115705349,0.6545520387869947,condition
2003-05-19,1440,168.1027777777778,364.61848592436695,323.66780341786534,2.901484807916732,10.7611816785412,4.70465289238595,7.092344737936342,2586,2586,104760.84696934592,0.7970749115577088,condition
